EmployeeID,GivenName,MiddleInitial,Surname,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition
1964,Jeffrey,V,Bynum,36,Travel_Rarely,Sales,2,4,Technical Degree,Male,4,Sales Executive,Single,54820,1,18,0,18,3,17,15,14,3,1,3,3,3,1
1965,Mark,T,Ahner,39,Travel_Frequently,Sales,11,3,Marketing,Male,1,Sales Executive,Single,160150,1,11,0,21,3,21,2,8,4,1,3,4,3,0
1966,Jack,C,Correia,33,Non-Travel,Sales,9,2,Technical Degree,Male,5,Sales Representative,Single,12000,0,11,1,3,3,2,2,2,2,4,2,3,3,0
1967,Carl,C,Reynolds,45,Travel_Rarely,Research & Development,7,2,Other,Male,1,Human Resources,Married,56610,3,12,0,26,2,9,1,1,4,4,4,2,3,0
1968,Richard,N,Davis,32,Non-Travel,Research & Development,15,3,Medical,Male,2,Manager,Single,69290,9,20,0,10,6,8,7,7,4,3,3,1,4,0
1969,Roberto,E,Powell,34,Travel_Rarely,Sales,6,4,Marketing,Male,2,Research Director,Divorced,96130,0,12,1,16,5,15,0,9,2,4,2,2,3,0
1970,Lawrence,J,Rice,59,Travel_Rarely,Research & Development,5,3,Life Sciences,Male,2,Research Scientist,Married,56740,3,12,0,14,6,6,0,4,2,4,1,3,3,0
1971,Darrell,V,Wright,45,Travel_Rarely,Research & Development,16,1,Medical,Male,2,Sales Executive,Single,54840,1,20,3,6,6,6,0,4,2,2,3,3,4,0
1972,Eugene,K,Sanchez,53,Travel_Frequently,Sales,8,2,Medical,Male,2,Research Scientist,Married,120610,2,20,1,30,2,15,6,12,3,2,3,4,4,0
1973,Helen,E,Wong,36,Travel_Rarely,Research & Development,7,2,Life Sciences,Female,1,Research Scientist,Divorced,56600,7,12,0,9,3,1,0,0,1,3,2,3,3,1
1974,Robert,E,Ryan,26,Travel_Frequently,Sales,2,3,Life Sciences,Male,2,Research Scientist,Married,48210,6,14,2,6,2,3,1,2,1,1,3,3,3,1
1975,Thomas,T,Fontenot,34,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,1,Sales Representative,Married,64100,1,13,1,1,5,1,0,0,3,3,3,2,3,0
1976,Robert,C,Haliburton,28,Travel_Rarely,Research & Development,10,3,Other,Male,2,Sales Representative,Married,52100,1,15,0,1,1,1,0,0,4,2,3,4,3,0
1977,Andrew,B,Bowie,38,Travel_Frequently,Sales,9,4,Medical,Male,2,Research Scientist,Married,26950,3,14,1,8,4,2,2,2,3,3,3,1,3,0
1978,David,B,Fitzgerald,50,Travel_Rarely,Research & Development,5,4,Life Sciences,Male,1,Sales Executive,Married,118780,2,13,1,29,2,8,7,7,2,3,2,3,3,0
1979,Eugene,C,Gamble,37,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,1,Laboratory Technician,Single,170680,3,23,0,8,6,4,0,1,4,2,2,3,4,0
1980,Brett,K,Kirksey,40,Travel_Rarely,Human Resources,2,3,Medical,Male,5,Sales Executive,Married,24550,1,15,1,8,2,7,7,5,3,1,2,3,3,0
1981,George,M,Sowders,26,Travel_Frequently,Research & Development,3,3,Medical,Male,2,Laboratory Technician,Divorced,139640,1,11,2,5,1,5,1,3,1,3,3,2,3,0
1982,Joann,H,Hill,46,Travel_Rarely,Research & Development,2,1,Medical,Female,3,Research Scientist,Divorced,49410,9,13,2,23,2,2,2,2,4,4,3,2,3,0
1983,Patricia,R,Smith,54,Travel_Rarely,Research & Development,5,3,Medical,Female,2,Manufacturing Director,Married,24780,6,11,0,13,0,9,7,0,3,3,3,3,3,0
1984,Tonya,J,Graf,56,Travel_Frequently,Research & Development,1,2,Life Sciences,Female,2,Manufacturing Director,Married,52280,2,11,0,18,4,5,0,3,1,3,3,3,3,0
1985,Priscilla,G,Finley,36,Travel_Rarely,Research & Development,4,2,Life Sciences,Female,2,Human Resources,Single,44780,0,18,1,15,3,14,7,8,4,4,2,3,3,0
1986,Delta,J,Coston,55,Non-Travel,Research & Development,2,3,Medical,Female,2,Manager,Single,75470,7,16,0,31,2,9,6,2,3,1,4,2,3,0
1987,Cory,E,Meyer,43,Travel_Rarely,Sales,25,2,Life Sciences,Male,3,Research Scientist,Divorced,50550,5,22,0,18,2,1,0,0,3,4,3,2,4,0
1988,Eddie,J,Lemons,20,Travel_Frequently,Sales,8,3,Marketing,Male,3,Sales Executive,Single,34640,1,20,0,2,3,2,0,2,4,4,3,2,4,1
1989,Marcus,T,Harris,21,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,1,Manager,Single,57750,1,18,0,1,2,1,1,0,3,1,2,3,3,1
1990,Lou,J,Price,46,Travel_Rarely,Sales,12,3,Marketing,Female,3,Healthcare Representative,Divorced,89430,8,12,1,19,6,16,1,7,4,1,3,3,3,0
1991,Jaime,C,Byrd,51,Travel_Rarely,Sales,23,3,Medical,Female,2,Research Scientist,Married,192720,9,20,0,18,2,10,2,7,1,3,4,3,4,1
1992,Lorraine,B,Moss,28,Non-Travel,Research & Development,19,4,Life Sciences,Female,4,Laboratory Technician,Single,52380,1,17,1,10,4,10,1,9,2,1,2,2,3,1
1993,Sandra,D,Sullivan,26,Travel_Rarely,Research & Development,5,4,Medical,Female,2,Sales Executive,Married,46820,1,11,1,6,3,5,1,3,1,1,3,1,3,0
1994,Valerie,P,Johnson,30,Travel_Rarely,Research & Development,8,3,Medical,Female,1,Sales Executive,Married,183000,0,14,0,7,6,6,0,2,3,1,2,3,3,0
1995,Teresa,A,Bombardier,41,Travel_Rarely,Sales,1,4,Life Sciences,Female,1,Research Director,Married,52570,1,14,0,10,2,10,0,8,2,3,3,4,3,0
1996,Stephen,E,Miron,38,Travel_Rarely,Research & Development,5,3,Technical Degree,Male,1,Sales Executive,Married,63490,0,11,0,20,3,19,1,9,3,3,2,3,3,0
1997,Larry,S,Bradberry,40,Travel_Rarely,Sales,1,4,Marketing,Male,1,Sales Executive,Married,48690,4,12,0,14,2,11,11,1,1,4,3,3,3,0
1998,Marguerite,R,Ulrich,27,Non-Travel,Sales,11,3,Technical Degree,Female,2,Laboratory Technician,Married,99850,1,14,1,3,3,3,1,2,1,3,3,2,3,0
1999,Beau,M,Griffin,55,Travel_Frequently,Research & Development,23,5,Life Sciences,Male,3,Laboratory Technician,Married,36970,3,13,1,23,1,3,1,2,4,2,3,3,3,0
2000,Craig,B,Bryant,28,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,2,Healthcare Representative,Single,74570,3,11,2,10,1,8,1,7,3,3,4,4,3,0
2001,Elnora,D,Lockhart,44,Travel_Rarely,Research & Development,18,4,Life Sciences,Female,2,Sales Executive,Married,21190,9,15,0,24,3,20,3,6,2,1,3,3,3,1
2002,Kimberly,C,Bunce,33,Travel_Rarely,Sales,23,4,Marketing,Female,4,Sales Executive,Divorced,39830,4,12,0,9,3,3,1,2,4,4,3,3,3,0
2003,Luis,S,Ross,35,Travel_Rarely,Sales,7,4,Life Sciences,Male,3,Sales Representative,Single,61180,0,21,1,9,3,8,4,7,4,1,3,2,4,1
2004,Frances,C,Silva,33,Travel_Frequently,Research & Development,1,2,Life Sciences,Female,1,Sales Executive,Single,62140,1,19,2,14,3,13,3,8,1,3,3,3,3,1
2005,Andy,K,Calton,28,Travel_Rarely,Human Resources,1,1,Human Resources,Male,2,Research Scientist,Divorced,63470,1,15,1,4,2,4,2,2,1,3,2,3,3,0
2006,Tony,J,Stevens,34,Travel_Frequently,Sales,29,4,Marketing,Male,1,Research Scientist,Single,115100,0,14,1,7,5,6,0,4,1,4,2,3,3,0
2007,John,V,Alexander,37,Travel_Rarely,Research & Development,7,4,Life Sciences,Male,4,Sales Executive,Divorced,71430,2,21,0,8,6,1,0,0,4,4,3,2,4,0
2008,Crystal,J,King,25,Travel_Rarely,Human Resources,25,4,Human Resources,Female,2,Research Scientist,Married,82680,1,12,0,7,3,7,5,6,4,4,4,2,3,1
2009,Richard,C,Napier,26,Travel_Rarely,Sales,8,2,Marketing,Male,2,Sales Executive,Divorced,80950,1,15,0,1,3,1,0,0,1,3,2,4,3,1
2010,Tyler,I,Navarro,33,Travel_Rarely,Research & Development,8,2,Life Sciences,Male,4,Manufacturing Director,Single,29040,4,13,0,5,2,2,2,2,1,2,3,3,3,1
2011,Clarence,S,Keith,42,Travel_Rarely,Research & Development,11,1,Life Sciences,Male,4,Research Scientist,Married,60320,0,14,0,23,2,22,13,7,4,1,3,2,3,0
2012,Norbert,B,Reade,28,Travel_Frequently,Research & Development,7,3,Life Sciences,Male,2,Manager,Divorced,29760,1,14,0,1,3,1,0,0,1,2,3,3,3,1
2013,Matthew,J,Miller,50,Travel_Frequently,Research & Development,1,4,Medical,Male,2,Research Scientist,Single,159920,3,14,0,5,3,0,0,0,4,3,3,3,3,1
2014,Joyce,J,Kane,33,Travel_Frequently,Sales,9,3,Medical,Female,2,Research Scientist,Married,46490,0,12,0,4,2,3,0,2,4,2,3,2,3,0
2015,Marjorie,S,Shaffer,34,Non-Travel,Sales,1,1,Marketing,Female,2,Research Director,Married,26960,3,23,0,6,3,0,0,0,3,4,3,3,4,0
2016,Marshall,S,Reyes,48,Non-Travel,Sales,2,1,Life Sciences,Male,2,Sales Executive,Single,23700,2,11,0,27,3,5,2,1,1,4,,3,3,0
2017,Tiffany,B,Kelly,45,Non-Travel,Research & Development,1,3,Medical,Female,2,Human Resources,Married,125040,1,12,1,15,2,15,4,12,2,3,3,3,3,0
2018,Larry,J,Duty,52,Travel_Rarely,Sales,1,3,Life Sciences,Male,1,Sales Executive,Single,59740,7,18,1,18,6,8,4,0,2,2,3,3,3,0
2019,Logan,M,Nguyen,38,Travel_Rarely,Research & Development,6,2,Medical,Male,1,Research Scientist,Divorced,47360,0,11,1,9,3,8,2,7,3,3,3,2,3,0
2020,Donna,A,Cox,29,Travel_Rarely,Research & Development,8,3,Medical,Female,4,Research Scientist,Divorced,52960,4,14,0,11,3,7,1,7,3,4,3,4,3,0
2021,Lauren,C,Cox,28,Travel_Rarely,Human Resources,1,3,Human Resources,Female,4,Laboratory Technician,Divorced,67810,0,15,1,10,2,9,1,7,4,2,2,3,3,0
2022,Corey,C,Guzik,46,Travel_Rarely,Research & Development,6,4,Medical,Male,3,Sales Executive,Married,21740,3,11,1,23,3,12,4,9,1,3,3,3,3,0
2023,Joshua,G,Young,38,Travel_Rarely,Research & Development,7,4,Medical,Male,1,Sales Executive,Single,66530,7,20,1,10,2,1,0,0,4,2,3,3,4,0
2024,Karen,V,Clark,43,Travel_Frequently,Research & Development,5,3,Medical,Female,2,Laboratory Technician,Married,96990,8,19,1,18,3,8,0,1,3,1,3,3,3,0
2025,Filiberto,W,Nelson,39,Travel_Frequently,Sales,1,3,Marketing,Male,2,Healthcare Representative,Divorced,67550,7,14,1,21,2,18,11,5,1,4,3,3,3,1
2026,Mark,J,Arnold,40,Travel_Rarely,Research & Development,1,1,Life Sciences,Male,1,Healthcare Representative,Single,22130,1,17,0,21,4,20,4,9,3,3,4,3,3,0
2027,Beverly,P,Bullard,21,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,1,Research Scientist,Single,26100,1,11,1,2,3,2,2,2,4,2,4,2,3,0
2028,Patrick,A,Gann,39,Non-Travel,Research & Development,6,3,Life Sciences,Male,1,Laboratory Technician,Single,28510,9,15,0,9,2,5,0,3,3,2,2,3,3,0
2029,Graham,N,Taylor,36,Non-Travel,Research & Development,1,3,Medical,Male,3,Sales Representative,Single,34520,2,13,3,18,4,11,0,9,1,4,3,4,3,0
2030,Don,T,Estepp,31,Travel_Frequently,Research & Development,7,3,Life Sciences,Male,1,Sales Executive,Married,52580,0,14,3,3,5,2,2,2,3,4,3,3,3,0
2031,Dan,J,Murray,28,Travel_Rarely,Sales,2,4,Marketing,Male,1,Sales Executive,Married,93550,0,11,0,6,4,5,0,4,1,2,1,3,3,0
2032,Colleen,A,Gentry,35,Travel_Frequently,Research & Development,9,2,Other,Female,1,Manufacturing Director,Divorced,104960,1,13,1,5,2,5,0,2,4,4,3,3,3,0
2033,Stephanie,K,Lee,49,Travel_Rarely,Sales,2,2,Medical,Female,1,Sales Executive,Married,63800,6,23,1,22,1,9,2,3,4,2,3,2,4,0
2034,Andrew,A,Pothier,34,Travel_Frequently,Sales,9,1,Technical Degree,Male,2,Sales Executive,Single,26570,2,13,1,5,3,3,0,2,4,3,2,2,3,0
2035,Roberto,E,Childers,29,Travel_Frequently,Research & Development,1,4,Medical,Male,3,Research Scientist,Divorced,27160,0,18,0,8,2,7,1,1,4,2,2,1,3,0
2036,Michelle,P,Small,42,Travel_Rarely,Sales,21,2,Life Sciences,Female,1,Healthcare Representative,Single,22010,4,12,1,16,3,1,0,0,2,4,3,4,3,0
2037,Cynthia,K,Mulligan,29,Travel_Rarely,Sales,4,2,Other,Female,2,Healthcare Representative,Married,65400,1,22,0,10,2,10,1,2,2,4,2,1,4,0
2038,Jackeline,B,Dufrene,38,Travel_Rarely,Research & Development,1,3,Medical,Female,1,Human Resources,Married,38160,1,13,2,7,2,7,5,0,3,3,4,2,3,0
2039,James,A,Thompson,28,Travel_Frequently,Sales,6,4,Life Sciences,Male,1,Manager,Divorced,52530,1,15,0,3,2,3,0,2,3,3,3,3,3,0
2040,Robert,S,Eller,18,Non-Travel,Research & Development,2,4,Medical,Male,3,Laboratory Technician,Single,109650,1,18,0,0,5,0,0,0,3,3,3,4,3,1
2041,Kevin,A,Pollack,33,Travel_Rarely,Research & Development,3,2,Life Sciences,Male,1,Sales Executive,Single,49360,0,14,0,6,2,5,0,3,1,1,3,2,3,1
2042,Steven,L,Haynes,41,Travel_Rarely,Research & Development,4,2,Medical,Male,2,Research Scientist,Married,25430,3,12,0,6,3,1,0,0,2,4,3,3,3,0
2043,Jennifer,S,Guadalupe,31,Travel_Frequently,Sales,10,3,Technical Degree,Female,1,Research Director,Married,53040,1,17,0,2,3,2,2,2,3,3,2,4,3,1
2044,Gregory,I,Moore,37,Travel_Rarely,Research & Development,23,3,Life Sciences,Male,3,Manufacturing Director,Divorced,166590,7,16,1,9,2,6,1,3,3,4,3,3,3,0
2045,Elizabeth,P,Griego,27,Travel_Rarely,Research & Development,6,2,Medical,Female,1,Healthcare Representative,Married,42600,1,11,2,4,2,4,2,2,4,3,3,3,3,0
2046,Dolores,B,Stonge,34,Travel_Rarely,Sales,1,1,Marketing,Female,2,Laboratory Technician,Married,24760,1,19,0,6,2,6,1,3,2,3,2,3,3,0
2047,Staci,K,Doss,35,Travel_Rarely,Research & Development,6,3,Life Sciences,Female,3,Laboratory Technician,Single,31020,1,13,1,6,3,5,1,4,3,3,1,2,3,0
2048,Cody,K,O'Connor,29,Travel_Rarely,Research & Development,6,3,Life Sciences,Male,1,Sales Executive,Married,22440,1,12,3,11,5,11,3,10,4,1,1,1,3,1
2049,Gary,T,Murphy,40,Travel_Frequently,Research & Development,2,4,Medical,Male,4,Human Resources,Single,75960,9,11,0,20,0,18,2,13,2,3,2,1,3,0
2050,Kyle,I,Barker,42,Travel_Frequently,Sales,2,4,Life Sciences,Male,1,Laboratory Technician,Single,22850,0,16,0,22,3,21,13,14,3,1,2,1,3,1
2051,Rodrick,A,Ivey,42,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,4,Laboratory Technician,Single,30340,7,21,1,9,3,6,1,5,2,1,4,2,4,0
2052,Jeffrey,L,Dunham,35,Travel_Rarely,Research & Development,5,3,Medical,Male,1,Healthcare Representative,Married,57150,6,24,2,10,0,8,1,7,4,3,3,3,4,0
2053,Goldie,V,Maultsby,24,Travel_Rarely,Sales,7,4,Life Sciences,Female,1,Laboratory Technician,Single,25760,8,17,3,6,3,4,1,2,4,2,3,3,3,0
2054,Roberto,M,Meyer,28,Travel_Rarely,Research & Development,15,4,Life Sciences,Male,2,Sales Executive,Married,41970,1,13,0,1,3,1,0,0,3,4,2,1,3,1
2055,John,J,Bragg,26,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,2,Sales Representative,Married,143360,1,21,1,8,3,8,0,7,1,4,3,3,4,0
2056,Tina,R,Washington,30,Travel_Rarely,Research & Development,7,2,Life Sciences,Female,1,Manufacturing Director,Married,34480,1,11,0,10,3,10,1,4,3,3,3,3,3,0
2057,Kyle,D,Sears,40,Travel_Frequently,Research & Development,26,4,Life Sciences,Male,2,Research Scientist,Married,194060,3,20,3,16,2,1,0,0,3,4,1,3,4,0
2058,Stella,N,Peterman,35,Travel_Rarely,Research & Development,18,5,Medical,Female,2,Research Scientist,Divorced,65380,2,16,1,15,3,7,6,4,3,2,4,3,3,0
2059,Daniel,P,Pace,34,Travel_Frequently,Research & Development,6,2,Life Sciences,Male,1,Research Director,Single,43060,0,11,0,14,2,13,4,9,4,1,3,3,3,0
2060,Barbara,E,Vick,35,Travel_Frequently,Research & Development,3,3,Medical,Female,2,Laboratory Technician,Married,22580,1,11,1,2,2,2,2,2,4,4,4,3,3,0
2061,Michelle,M,Davis,43,Travel_Rarely,Sales,5,3,Marketing,Female,3,Research Scientist,Single,45220,8,15,1,7,3,4,1,3,1,3,2,3,3,1
2062,Elizabeth,G,Predmore,32,Non-Travel,Research & Development,11,2,Other,Female,2,Research Scientist,Divorced,44870,1,11,0,1,5,1,0,0,3,1,3,2,3,0
2063,Joshua,M,Soto,56,Travel_Rarely,Research & Development,3,2,Other,Male,2,Healthcare Representative,Divorced,44490,4,15,0,28,3,5,4,2,4,1,3,1,3,0
2064,Tim,M,Kirby,29,Travel_Rarely,Research & Development,26,1,Life Sciences,Male,1,Laboratory Technician,Married,22180,1,24,1,10,1,10,0,8,2,4,3,3,4,0
2065,Anthony,H,Snider,19,Travel_Rarely,Research & Development,23,4,Life Sciences,Male,2,Laboratory Technician,Single,191970,1,12,0,1,2,1,0,0,3,1,3,3,3,0
2066,Barbara,H,Dixon,45,Travel_Rarely,Research & Development,22,3,Life Sciences,Female,2,Sales Representative,Married,132120,4,13,0,7,4,3,0,2,1,3,2,3,3,0
2067,Dwayne,M,Rose,37,Travel_Rarely,Research & Development,14,4,Life Sciences,Male,3,Research Scientist,Married,65770,1,13,0,14,1,14,3,11,4,4,2,1,3,0
2068,Jesse,J,Lockhart,20,Travel_Rarely,Research & Development,6,3,Medical,Male,5,Research Director,Single,83920,1,17,0,2,5,2,1,2,1,3,2,3,3,0
2069,Tony,D,Smith,44,Travel_Rarely,Human Resources,6,2,Human Resources,Male,3,Sales Executive,Single,45580,1,13,1,6,2,6,0,2,3,3,3,1,3,1
2070,Thomas,R,Cota,53,Travel_Rarely,Research & Development,6,4,Life Sciences,Male,1,Research Director,Divorced,40310,3,12,1,26,3,7,4,7,4,3,3,2,3,0
2071,Brent,E,Clemente,29,Travel_Rarely,Research & Development,23,3,Medical,Male,1,Sales Executive,Married,79690,0,14,0,6,3,5,1,3,2,4,2,3,3,0
2072,Keith,B,Oster,22,Travel_Frequently,Research & Development,22,4,Medical,Male,1,Sales Representative,Married,26540,0,24,0,1,5,0,0,0,3,4,3,2,4,1
2073,William,D,Arnwine,46,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Research Scientist,Married,165550,8,14,2,28,4,26,15,9,3,1,3,3,3,0
2074,Michael,M,Billings,44,Non-Travel,Research & Development,20,3,Life Sciences,Male,1,Sales Representative,Single,45560,2,13,0,6,4,0,0,0,4,3,3,3,3,0
2075,Jody,J,Haynes,33,Travel_Rarely,Research & Development,28,4,Life Sciences,Female,1,Manager,Married,60910,1,15,0,5,6,5,1,4,2,3,3,1,3,0
2076,Mark,K,Gonzalez,41,Non-Travel,Research & Development,12,3,Life Sciences,Male,2,Sales Representative,Divorced,195660,6,16,0,5,2,1,0,0,1,1,1,4,3,1
2077,Edward,V,Salinas,30,Travel_Rarely,Sales,20,3,Marketing,Male,3,Sales Executive,Divorced,48100,8,18,0,8,3,4,0,3,3,1,3,2,3,0
2078,Tom,R,Leon,40,Travel_Frequently,Sales,9,3,Medical,Male,1,Manufacturing Director,Married,45230,5,16,1,5,5,0,0,0,2,2,3,4,3,0
2079,Mary,P,Damian,50,Travel_Frequently,Research & Development,25,4,Life Sciences,Female,2,Healthcare Representative,Married,32020,2,24,1,32,2,2,2,2,4,1,,3,4,0
2080,Thomas,T,Woodbury,28,Travel_Rarely,Research & Development,6,3,Technical Degree,Male,2,Research Scientist,Married,23510,1,16,0,6,4,6,3,3,4,1,3,3,3,0
2081,Everett,F,Barker,46,Travel_Rarely,Research & Development,8,4,Other,Male,3,Manager,Married,17020,5,21,0,25,2,4,0,3,4,2,3,3,4,0
2082,Samuel,M,Myers,35,Travel_Rarely,Sales,4,4,Marketing,Male,1,Laboratory Technician,Married,180410,3,20,1,15,3,7,1,7,3,1,3,2,4,0
2083,Matthew,D,Huggins,24,Travel_Rarely,Human Resources,28,4,Human Resources,Male,3,Manufacturing Director,Married,28860,1,19,1,1,5,1,0,0,4,2,1,3,3,1
2084,Cheryl,A,Miller,33,Travel_Frequently,Research & Development,9,2,Medical,Female,1,Sales Executive,Married,20970,1,14,2,10,5,10,0,1,2,3,2,2,3,0
2085,Darin,J,Martinez,36,Travel_Rarely,Research & Development,9,2,Medical,Male,2,Sales Executive,Divorced,119350,1,11,3,7,6,7,1,7,3,3,3,4,3,0
2086,Gene,B,Thomas,30,Travel_Rarely,Sales,29,3,Marketing,Male,1,Sales Executive,Divorced,25460,1,14,1,10,2,10,8,9,3,3,2,3,3,0
2087,Byron,A,Thomas,44,Travel_Rarely,Research & Development,3,4,Medical,Male,2,Research Scientist,Single,25640,1,12,3,20,3,20,13,17,4,4,3,1,3,0
2088,Richard,C,Nielsen,20,Travel_Rarely,Research & Development,18,4,Medical,Male,1,Human Resources,Single,84120,1,13,0,2,2,2,2,2,3,4,3,2,3,0
2089,Brittany,T,Pete,46,Travel_Rarely,Sales,9,1,Medical,Female,1,Sales Executive,Divorced,141180,2,22,0,12,3,6,1,4,4,4,2,3,4,0
2090,John,G,Cole,42,Non-Travel,Research & Development,5,4,Medical,Male,5,Sales Executive,Married,170460,7,11,0,10,3,4,0,3,4,1,4,2,3,0
2091,Steven,L,Williams,60,Travel_Rarely,Sales,2,2,Life Sciences,Male,2,Sales Executive,Divorced,25640,0,14,1,12,3,11,1,9,2,4,3,3,3,0
2092,Virginia,B,Carter,32,Travel_Frequently,Sales,10,3,Life Sciences,Female,1,Sales Executive,Married,102660,1,11,0,2,3,2,2,2,3,2,3,3,3,0
2093,Ida,C,Berry,32,Travel_Frequently,Research & Development,9,3,Life Sciences,Female,2,Research Scientist,Single,50700,4,12,1,10,6,8,0,7,4,3,3,3,3,0
2094,Boyd,S,Berry,36,Travel_Rarely,Sales,3,2,Marketing,Male,4,Healthcare Representative,Divorced,178610,2,18,0,17,2,7,7,7,3,1,3,2,3,0
2095,Stephen,S,Reed,33,Travel_Rarely,Sales,26,2,Marketing,Male,1,Research Scientist,Married,42300,0,12,0,15,0,14,4,10,1,4,3,3,3,0
2096,Latoya,T,Fontaine,40,Travel_Rarely,Research & Development,1,3,Medical,Female,2,Research Scientist,Divorced,37800,7,12,0,7,2,5,1,3,2,2,4,1,3,0
2097,Janice,J,Blocker,25,Travel_Rarely,Research & Development,6,2,Medical,Female,1,Laboratory Technician,Single,27680,0,22,1,5,0,4,1,1,3,4,3,3,4,0
2098,Janice,R,Nelson,30,Travel_Rarely,Sales,9,3,Marketing,Female,1,Research Scientist,Married,90710,0,19,1,12,2,11,5,7,4,2,3,2,3,0
2099,Ricardo,G,Armstrong,42,Travel_Frequently,Human Resources,8,2,Medical,Male,1,Sales Executive,Married,106480,3,13,1,20,1,1,0,0,1,1,3,3,3,0
2100,Julio,M,Matthews,35,Non-Travel,Research & Development,1,1,Life Sciences,Male,2,Sales Executive,Married,136100,4,22,2,16,4,13,4,12,3,4,2,2,4,0
2101,Michael,D,Howard,27,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,3,Manufacturing Director,Married,34080,1,24,0,9,2,9,6,8,1,1,2,3,4,0
2102,Darin,C,Ours,54,Travel_Frequently,Research & Development,9,2,Medical,Male,2,Sales Representative,Divorced,29830,7,14,1,33,2,5,1,4,4,3,1,2,3,0
2103,Kenneth,I,Davis,44,Travel_Rarely,Human Resources,4,4,Life Sciences,Male,5,Laboratory Technician,Married,76320,1,21,0,10,3,10,7,7,1,4,3,3,4,0
2104,Carmelo,G,Crawley,19,Non-Travel,Sales,2,2,Other,Male,3,Healthcare Representative,Single,98240,1,18,0,1,2,1,0,0,1,2,4,3,3,1
2105,Nathan,A,Randolph,29,Travel_Rarely,Research & Development,19,4,Life Sciences,Male,1,Manufacturing Director,Divorced,99500,1,20,0,3,3,3,1,2,1,4,3,3,4,0
2106,John,E,Hoover,54,Travel_Rarely,Research & Development,9,4,Life Sciences,Male,2,Sales Executive,Married,20930,3,19,0,36,2,10,0,9,4,4,3,3,3,0
2107,William,K,Sirmans,31,Travel_Rarely,Research & Development,21,3,Life Sciences,Male,2,Laboratory Technician,Married,99800,1,12,0,6,1,6,0,1,3,1,2,3,3,0
2108,Janet,C,Porter,31,Travel_Rarely,Sales,24,1,Marketing,Female,1,Sales Executive,Single,38940,1,12,0,10,3,10,1,8,3,1,3,4,3,0
2109,Rusty,R,Morgan,59,Travel_Rarely,Research & Development,3,4,Technical Degree,Male,1,Research Scientist,Single,40510,5,16,3,13,3,6,0,5,3,4,3,3,3,0
2110,Jason,C,Henry,43,Travel_Rarely,Research & Development,11,2,Life Sciences,Male,3,Laboratory Technician,Married,168350,3,17,1,25,3,8,0,7,3,4,3,3,3,0
2111,Harold,M,White,49,Travel_Rarely,Sales,14,4,Life Sciences,Male,2,Research Scientist,Married,62300,2,14,0,23,2,1,0,0,1,3,4,2,3,0
2112,Brenda,G,Cummings,36,Travel_Frequently,Sales,5,2,Marketing,Female,1,Laboratory Technician,Married,47170,1,19,1,12,3,11,0,7,3,2,2,3,3,0
2113,Danita,B,Kirby,48,Travel_Rarely,Research & Development,1,4,Life Sciences,Female,2,Laboratory Technician,Single,132370,5,13,1,7,2,1,0,0,4,2,2,4,3,0
2114,James,D,Hamel,27,Travel_Rarely,Research & Development,6,4,Life Sciences,Male,2,Laboratory Technician,Divorced,37550,1,19,0,5,2,5,0,3,1,3,3,3,3,0
2115,David,S,Vandyke,29,Travel_Rarely,Sales,17,4,Medical,Male,1,Laboratory Technician,Divorced,65820,1,19,1,6,3,6,1,0,3,4,3,3,3,0
2116,Lance,L,Thompson,48,Travel_Rarely,Sales,1,1,Marketing,Male,2,Manufacturing Director,Single,74060,6,14,2,25,2,1,0,0,4,4,4,3,3,0
2117,Elizabeth,C,Johnston,29,Travel_Rarely,Research & Development,3,3,Technical Degree,Female,2,Healthcare Representative,Divorced,48050,3,16,1,9,2,7,1,7,4,4,2,3,3,0
2118,Elizabeth,R,Williams,34,Travel_Rarely,Sales,9,4,Medical,Female,2,Laboratory Technician,Married,27410,0,15,1,2,3,1,0,0,3,3,2,3,3,0
2119,Maria,B,Yuen,44,Travel_Rarely,Research & Development,4,3,Life Sciences,Female,1,Laboratory Technician,Married,42620,7,18,0,26,2,22,3,10,2,2,3,3,3,0
2120,Marsha,R,Falk,33,Travel_Rarely,Research & Development,8,2,Life Sciences,Female,2,Research Scientist,Divorced,161840,0,13,1,10,2,9,0,8,4,3,3,4,3,0
2121,Michael,C,Polak,19,Travel_Rarely,Sales,2,4,Marketing,Male,3,Laboratory Technician,Single,115570,1,22,0,1,0,1,0,1,2,4,3,3,4,0
